A_to_B_ratio,A_to_C_ratio,B_to_C_ratio,count_A,count_B,count_C,dataset,fraction_A,fraction_B,fraction_C,image,kind,origami_label,path,scale,total
3.5,inf,inf,14.0,4.0,0.0,locked,0.7777777777777778,0.2222222222222222,0.0,origami1_.0_00001_1.spm.png,image,1,/Users/maxladabaum/Documents/GitHub/afm_analysis/06_01_26/origami1_.0_00001_1.spm.png,1.67 um,18.0
3.5,inf,inf,14.0,4.0,0.0,locked,0.7777777777777778,0.2222222222222222,0.0,origami1_.0_00001_1.spm.png,image,1,/Users/maxladabaum/Documents/GitHub/afm_analysis/06_01_26/origami1_.0_00001_1.spm.png,1.67 um,18.0
5.5,inf,inf,11.0,2.0,0.0,locked,0.8461538461538461,0.15384615384615385,0.0,origami1_.0_00003_1.spm.png,image,1,/Users/maxladabaum/Documents/GitHub/afm_analysis/06_01_26/origami1_.0_00003_1.spm.png,1.67 um,13.0
5.5,inf,inf,11.0,2.0,0.0,locked,0.8461538461538461,0.15384615384615385,0.0,origami1_.0_00003_1.spm.png,image,1,/Users/maxladabaum/Documents/GitHub/afm_analysis/06_01_26/origami1_.0_00003_1.spm.png,1.67 um,13.0
5.266666666666667,9.875,1.875,79.0,15.0,8.0,locked,0.7745098039215687,0.14705882352941177,0.0784313725490196,origami1_.0_00002_1.spm.png,image,1,/Users/maxladabaum/Documents/GitHub/afm_analysis/06_01_26/origami1_.0_00002_1.spm.png,5 um,102.0
5.266666666666667,9.875,1.875,79.0,15.0,8.0,locked,0.7745098039215687,0.14705882352941177,0.0784313725490196,origami1_.0_00002_1.spm.png,image,1,/Users/maxladabaum/Documents/GitHub/afm_analysis/06_01_26/origami1_.0_00002_1.spm.png,5 um,102.0
3.0681818181818183,5.09433962264151,1.6603773584905661,270.0,88.0,53.0,locked,0.656934306569343,0.2141119221411192,0.12895377128953772,origami1_.0_00005_1.spm.png,image,1,/Users/maxladabaum/Documents/GitHub/afm_analysis/06_01_26/origami1_.0_00005_1.spm.png,10 um,411.0
3.0681818181818183,5.09433962264151,1.6603773584905661,270.0,88.0,53.0,locked,0.656934306569343,0.2141119221411192,0.12895377128953772,origami1_.0_00005_1.spm.png,image,1,/Users/maxladabaum/Documents/GitHub/afm_analysis/06_01_26/origami1_.0_00005_1.spm.png,10 um,411.0
4.5,13.5,3.0,27.0,6.0,2.0,locked,0.7714285714285715,0.17142857142857143,0.05714285714285714,origami2_.0_00033_1.spm.png,image,2,/Users/maxladabaum/Documents/GitHub/afm_analysis/06_01_26/origami2_.0_00033_1.spm.png,3.33 um,35.0
4.5,13.5,3.0,27.0,6.0,2.0,locked,0.7714285714285715,0.17142857142857143,0.05714285714285714,origami2_.0_00033_1.spm.png,image,2,/Users/maxladabaum/Documents/GitHub/afm_analysis/06_01_26/origami2_.0_00033_1.spm.png,3.33 um,35.0
