A_to_B_ratio,A_to_C_ratio,B_to_C_ratio,count_A,count_B,count_C,dataset,fraction_A,fraction_B,fraction_C,image,kind,origami_label,path,scale,total
4.571428571428571,8.0,1.75,32.0,7.0,4.0,classified_images,0.7441860465116279,0.16279069767441862,0.09302325581395349,origami2_00010.0_00015_1.spm.png,image,2,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami2_00010.0_00015_1.spm.png,3.33 um,43.0
5.2,8.666666666666666,1.6666666666666667,26.0,5.0,3.0,classified_images,0.7647058823529411,0.14705882352941177,0.08823529411764706,origami2_.0_00033_1.spm.png,image,2,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami2_.0_00033_1.spm.png,3.33 um,34.0
6.444444444444445,9.666666666666666,1.5,58.0,9.0,6.0,classified_images,0.7945205479452054,0.1232876712328767,0.0821917808219178,origami2_00010.0_00016_1.spm.png,image,2,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami2_00010.0_00016_1.spm.png,5 um,73.0
7.8,1.95,0.25,117.0,15.0,60.0,classified_images,0.609375,0.078125,0.3125,origami2_.0_00032_1.spm.png,image,2,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami2_.0_00032_1.spm.png,10 um,192.0
12.625,1.6290322580645162,0.12903225806451613,101.0,8.0,62.0,classified_images,0.5906432748538012,0.04678362573099415,0.36257309941520466,origami2_00010.0_00014_1.spm.png,image,2,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami2_00010.0_00014_1.spm.png,10 um,171.0
9.0,27.0,3.0,27.0,3.0,1.0,classified_images,0.8709677419354839,0.0967741935483871,0.03225806451612903,origami3_00010.0_00018_1.spm.png,image,3,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami3_00010.0_00018_1.spm.png,3.33 um,31.0
7.0,5.833333333333333,0.8333333333333334,35.0,5.0,6.0,classified_images,0.7608695652173914,0.10869565217391304,0.13043478260869565,origami3_00010.0_00019_1.spm.png,image,3,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami3_00010.0_00019_1.spm.png,5 um,46.0
10.833333333333334,1.9696969696969697,0.18181818181818182,130.0,12.0,66.0,classified_images,0.625,0.057692307692307696,0.3173076923076923,origami3_.0_00034_1.spm.png,image,3,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami3_.0_00034_1.spm.png,10 um,208.0
13.833333333333334,1.7291666666666667,0.125,83.0,6.0,48.0,classified_images,0.6058394160583942,0.043795620437956206,0.35036496350364965,origami3_00010.0_00017_1.spm.png,image,3,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami3_00010.0_00017_1.spm.png,10 um,137.0
0.7254901960784313,inf,inf,37.0,51.0,0.0,classified_images,0.42045454545454547,0.5795454545454546,0.0,origami4_.0_00008_1.spm.png,image,4,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami4_.0_00008_1.spm.png,1.1 um,88.0
1.4,inf,inf,7.0,5.0,0.0,classified_images,0.5833333333333334,0.4166666666666667,0.0,origami4_.0_00010_1.spm.png,image,4,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami4_.0_00010_1.spm.png,1.67 um,12.0
2.0,3.0,1.5,30.0,15.0,10.0,classified_images,0.5454545454545454,0.2727272727272727,0.18181818181818182,origami4_.0_00007_1.spm.png,image,4,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami4_.0_00007_1.spm.png,3.33 um,55.0
4.0,3.3333333333333335,0.8333333333333334,20.0,5.0,6.0,classified_images,0.6451612903225806,0.16129032258064516,0.1935483870967742,origami4_00010.0_00021_1.spm.png,image,4,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami4_00010.0_00021_1.spm.png,3.33 um,31.0
2.4347826086956523,7.0,2.875,56.0,23.0,8.0,classified_images,0.6436781609195402,0.26436781609195403,0.09195402298850575,origami4_.0_00009_1.spm.png,image,4,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami4_.0_00009_1.spm.png,5 um,87.0
8.285714285714286,5.8,0.7,58.0,7.0,10.0,classified_images,0.7733333333333333,0.09333333333333334,0.13333333333333333,origami4_00010.0_00022_1.spm.png,image,4,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami4_00010.0_00022_1.spm.png,5 um,75.0
5.476190476190476,1.074766355140187,0.19626168224299065,115.0,21.0,107.0,classified_images,0.4732510288065844,0.08641975308641975,0.4403292181069959,origami4_.0_00006_1.spm.png,image,4,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami4_.0_00006_1.spm.png,10 um,243.0
7.153846153846154,1.86,0.26,93.0,13.0,50.0,classified_images,0.5961538461538461,0.08333333333333333,0.32051282051282054,origami4_00010.0_00020_1.spm.png,image,4,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami4_00010.0_00020_1.spm.png,10 um,156.0
2.8,2.5454545454545454,0.9090909090909091,28.0,10.0,11.0,classified_images,0.5714285714285714,0.20408163265306123,0.22448979591836735,origami5_.0_00036_1.spm.png,image,5,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami5_.0_00036_1.spm.png,3.33 um,49.0
4.833333333333333,7.25,1.5,29.0,6.0,4.0,classified_images,0.7435897435897436,0.15384615384615385,0.10256410256410256,origami5_00010.0_00024_1.spm.png,image,5,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami5_00010.0_00024_1.spm.png,3.33 um,39.0
2.75,4.714285714285714,1.7142857142857142,66.0,24.0,14.0,classified_images,0.6346153846153846,0.23076923076923078,0.1346153846153846,origami5_.0_00037_1.spm.png,image,5,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami5_.0_00037_1.spm.png,5 um,104.0
8.857142857142858,4.769230769230769,0.5384615384615384,62.0,7.0,13.0,classified_images,0.7560975609756098,0.08536585365853659,0.15853658536585366,origami5_00010.0_00025_1.spm.png,image,5,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami5_00010.0_00025_1.spm.png,5 um,82.0
5.647058823529412,1.170731707317073,0.2073170731707317,96.0,17.0,82.0,classified_images,0.49230769230769234,0.08717948717948718,0.4205128205128205,origami5_.0_00035_1.spm.png,image,5,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami5_.0_00035_1.spm.png,10 um,195.0
6.2,1.2916666666666667,0.20833333333333334,124.0,20.0,96.0,classified_images,0.5166666666666667,0.08333333333333333,0.4,origami5_00010.0_00023_1.spm.png,image,5,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami5_00010.0_00023_1.spm.png,10 um,240.0
8.6,8.6,1.0,43.0,5.0,5.0,classified_images,0.8113207547169812,0.09433962264150944,0.09433962264150944,origami6_00010.0_00027_1.spm.png,image,6,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami6_00010.0_00027_1.spm.png,3.33 um,53.0
2.75,6.6,2.4,33.0,12.0,5.0,classified_images,0.66,0.24,0.1,origami6.0_00001_1.spm.png,image,6,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami6.0_00001_1.spm.png,3.33 um,50.0
4.923076923076923,8.0,1.625,64.0,13.0,8.0,classified_images,0.7529411764705882,0.15294117647058825,0.09411764705882353,origami6.0_00002_1.spm.png,image,6,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami6.0_00002_1.spm.png,5 um,85.0
4.8125,3.85,0.8,77.0,16.0,20.0,classified_images,0.6814159292035398,0.1415929203539823,0.17699115044247787,origami6_00010.0_00028_1.spm.png,image,6,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami6_00010.0_00028_1.spm.png,5 um,113.0
7.222222222222222,2.03125,0.28125,130.0,18.0,64.0,classified_images,0.6132075471698113,0.08490566037735849,0.3018867924528302,origami6.0_00000_1.spm.png,image,6,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami6.0_00000_1.spm.png,10 um,212.0
10.875,0.8969072164948454,0.08247422680412371,87.0,8.0,97.0,classified_images,0.453125,0.041666666666666664,0.5052083333333334,origami6_00010.0_00026_1.spm.png,image,6,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami6_00010.0_00026_1.spm.png,10 um,192.0
0.1111111111111111,inf,inf,2.0,18.0,0.0,classified_images,0.1,0.9,0.0,origami7_.0_00013_1.spm.png,image,7,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami7_.0_00013_1.spm.png,1.1 um,20.0
0.09090909090909091,0.3333333333333333,3.6666666666666665,1.0,11.0,3.0,classified_images,0.06666666666666667,0.7333333333333333,0.2,origami7_.0_00015_1.spm.png,image,7,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami7_.0_00015_1.spm.png,1.67 um,15.0
0.1891891891891892,1.0,5.285714285714286,7.0,37.0,7.0,classified_images,0.13725490196078433,0.7254901960784313,0.13725490196078433,origami7_.0_00012_1.spm.png,image,7,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami7_.0_00012_1.spm.png,3.33 um,51.0
1.9090909090909092,2.625,1.375,21.0,11.0,8.0,classified_images,0.525,0.275,0.2,origami7_00010.0_00030_1.spm.png,image,7,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami7_00010.0_00030_1.spm.png,3.33 um,40.0
0.18666666666666668,0.7368421052631579,3.9473684210526314,14.0,75.0,19.0,classified_images,0.12962962962962962,0.6944444444444444,0.17592592592592593,origami7_.0_00014_1.spm.png,image,7,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami7_.0_00014_1.spm.png,5 um,108.0
1.125,1.588235294117647,1.411764705882353,27.0,24.0,17.0,classified_images,0.39705882352941174,0.35294117647058826,0.25,origami7_00010.0_00031_1.spm.png,image,7,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami7_00010.0_00031_1.spm.png,5 um,68.0
0.3018867924528302,0.1839080459770115,0.6091954022988506,16.0,53.0,87.0,classified_images,0.10256410256410256,0.33974358974358976,0.5576923076923077,origami7_.0_00011_1.spm.png,image,7,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami7_.0_00011_1.spm.png,10 um,156.0
3.375,0.2647058823529412,0.0784313725490196,27.0,8.0,102.0,classified_images,0.19708029197080293,0.058394160583941604,0.7445255474452555,origami7_00010.0_00029_1.spm.png,image,7,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami7_00010.0_00029_1.spm.png,10 um,137.0
0.5263157894736842,0.8333333333333334,1.5833333333333333,10.0,19.0,12.0,classified_images,0.24390243902439024,0.4634146341463415,0.2926829268292683,origami8_00010.0_00033_1.spm.png,image,8,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami8_00010.0_00033_1.spm.png,3.33 um,41.0
0.3333333333333333,2.0,6.0,12.0,36.0,6.0,classified_images,0.2222222222222222,0.6666666666666666,0.1111111111111111,origami8_.0_00030_1.spm.png,image,8,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami8_.0_00030_1.spm.png,3.33 um,54.0
0.2222222222222222,0.041666666666666664,0.1875,2.0,9.0,48.0,classified_images,0.03389830508474576,0.15254237288135594,0.8135593220338984,origami8_00010.0_00034_1.spm_annotated.png,image,8,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\analysis_output\classified_images\origami8_00010.0_00034_1.spm_20260617_124524\origami8_00010.0_00034_1.spm_annotated.png,5 um,59.0
0.4642857142857143,0.6190476190476191,1.3333333333333333,13.0,28.0,21.0,classified_images,0.20967741935483872,0.45161290322580644,0.3387096774193548,origami8_00010.0_00034_1.spm.png,image,8,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\analysis_output\classified_images\origami8_00010.0_00034_1.spm_20260617_124524\origami8_00010.0_00034_1.spm.png,5 um,62.0
0.25862068965517243,1.875,7.25,15.0,58.0,8.0,classified_images,0.18518518518518517,0.7160493827160493,0.09876543209876543,origami8_.0_00031_1.spm.png,image,8,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami8_.0_00031_1.spm.png,5 um,81.0
0.5185185185185185,0.6666666666666666,1.2857142857142858,14.0,27.0,21.0,classified_images,0.22580645161290322,0.43548387096774194,0.3387096774193548,origami8_00010.0_00034_1.spm.png,image,8,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami8_00010.0_00034_1.spm.png,5 um,62.0
0.5185185185185185,0.875,1.6875,14.0,27.0,16.0,classified_images,0.24561403508771928,0.47368421052631576,0.2807017543859649,origami8_00010.0_00034_1.spm.png,image,8,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami8_00010.0_00034_1.spm.png,5 um,57.0
0.6862745098039216,0.4375,0.6375,35.0,51.0,80.0,classified_images,0.21084337349397592,0.3072289156626506,0.4819277108433735,origami8_.0_00029_1.spm.png,image,8,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami8_.0_00029_1.spm.png,10 um,166.0
0.7906976744186046,0.3434343434343434,0.43434343434343436,34.0,43.0,99.0,classified_images,0.19318181818181818,0.24431818181818182,0.5625,origami8_00010.0_00032_1.spm.png,image,8,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami8_00010.0_00032_1.spm.png,10 um,176.0
0.2222222222222222,1.6,7.2,8.0,36.0,5.0,classified_images,0.16326530612244897,0.7346938775510204,0.10204081632653061,origami9_.0_00028_1.spm.png,image,9,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami9_.0_00028_1.spm.png,3.33 um,49.0
1.3333333333333333,2.2857142857142856,1.7142857142857142,16.0,12.0,7.0,classified_images,0.45714285714285713,0.34285714285714286,0.2,origami9_00010.0_00036_1.spm.png,image,9,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami9_00010.0_00036_1.spm.png,3.33 um,35.0
0.7142857142857143,0.8620689655172413,1.206896551724138,25.0,35.0,29.0,classified_images,0.2808988764044944,0.39325842696629215,0.3258426966292135,origami9_00010.0_00037_1.spm.png,image,9,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami9_00010.0_00037_1.spm.png,5 um,89.0
0.4444444444444444,0.20253164556962025,0.45569620253164556,16.0,36.0,79.0,classified_images,0.12213740458015267,0.2748091603053435,0.6030534351145038,origami9_.0_00027_1.spm.png,image,9,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami9_.0_00027_1.spm.png,10 um,131.0
0.7555555555555555,0.32075471698113206,0.42452830188679247,34.0,45.0,106.0,classified_images,0.1837837837837838,0.24324324324324326,0.572972972972973,origami9_00010.0_00035_1.spm.png,image,9,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami9_00010.0_00035_1.spm.png,10 um,185.0
inf,inf,0.0,10.0,0.0,0.0,classified_images,1.0,0.0,0.0,origami10_.0_00017_1.spm.png,image,10,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami10_.0_00017_1.spm.png,1.67 um,10.0
inf,9.0,0.0,9.0,0.0,1.0,classified_images,0.9,0.0,0.1,origami10_.0_00017_1.spm.png,image,10,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami10_.0_00017_1.spm.png,1.67 um,10.0
inf,0.25,0.0,2.0,0.0,8.0,classified_images,0.2,0.0,0.8,origami10_.0_00017_1.spm.png,image,10,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\analysis_output\classified_images\origami10_.0_00017_1.spm_20260617_124250\origami10_.0_00017_1.spm.png,1.67 um,10.0
1.2,0.13333333333333333,0.1111111111111111,6.0,5.0,45.0,classified_images,0.10714285714285714,0.08928571428571429,0.8035714285714286,origami10_.0_00016_1.spm_annotated.png,image,10,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\analysis_output\classified_images\origami10_.0_00016_1.spm_20260617_124228\origami10_.0_00016_1.spm_annotated.png,5 um,56.0
0.0,0.0,0.375,0.0,3.0,8.0,classified_images,0.0,0.2727272727272727,0.7272727272727273,origami10_.0_00017_1.spm_annotated.png,image,10,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\analysis_output\classified_images\origami10_.0_00017_1.spm_20260617_124250\origami10_.0_00017_1.spm_annotated.png,5 um,11.0
9.2,15.333333333333334,1.6666666666666667,46.0,5.0,3.0,classified_images,0.8518518518518519,0.09259259259259259,0.05555555555555555,origami10_.0_00016_1.spm.png,image,10,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\analysis_output\classified_images\origami10_.0_00016_1.spm_20260617_124228\origami10_.0_00016_1.spm.png,5 um,54.0
11.75,15.666666666666666,1.3333333333333333,47.0,4.0,3.0,classified_images,0.8703703703703703,0.07407407407407407,0.05555555555555555,origami10_.0_00016_1.spm.png,image,10,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami10_.0_00016_1.spm.png,5 um,54.0
10.4,17.333333333333332,1.6666666666666667,52.0,5.0,3.0,classified_images,0.8666666666666667,0.08333333333333333,0.05,origami10_.0_00016_1.spm.png,image,10,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami10_.0_00016_1.spm.png,5 um,60.0
23.25,5.166666666666667,0.2222222222222222,93.0,4.0,18.0,classified_images,0.808695652173913,0.034782608695652174,0.1565217391304348,origami10_.0_00018_1.spm.png,image,10,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami10_.0_00018_1.spm.png,10 um,115.0
0.0,0.0,0.0,0.0,0.0,0.0,classified_images,0.0,0.0,0.0,origami10f_.0_00022_1.spm.png,image,10f,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami10f_.0_00022_1.spm.png,0.37 um,0.0
8.0,inf,inf,8.0,1.0,0.0,classified_images,0.8888888888888888,0.1111111111111111,0.0,origami10f_.0_00021_1.spm.png,image,10f,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami10f_.0_00021_1.spm.png,1.1 um,9.0
25.0,25.0,1.0,50.0,2.0,2.0,classified_images,0.9259259259259259,0.037037037037037035,0.037037037037037035,origami10f_.0_00020_1.spm.png,image,10f,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami10f_.0_00020_1.spm.png,3.33 um,54.0
35.8,1.6422018348623852,0.045871559633027525,179.0,5.0,109.0,classified_images,0.6109215017064846,0.017064846416382253,0.3720136518771331,origami10f_.0_00019_1.spm.png,image,10f,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami10f_.0_00019_1.spm.png,10 um,293.0
45.0,7.5,0.16666666666666666,45.0,1.0,6.0,classified_images,0.8653846153846154,0.019230769230769232,0.11538461538461539,origami12f_.0_00024_1.spm.png,image,12f,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami12f_.0_00024_1.spm.png,3.33 um,52.0
152.0,1.3693693693693694,0.009009009009009009,152.0,1.0,111.0,classified_images,0.5757575757575758,0.003787878787878788,0.42045454545454547,origami12f_.0_00023_1.spm.png,image,12f,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami12f_.0_00023_1.spm.png,10 um,264.0
33.25,1.821917808219178,0.0547945205479452,133.0,4.0,73.0,classified_images,0.6333333333333333,0.01904761904761905,0.3476190476190476,origami12f_.0_00025_1.spm.png,image,12f,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami12f_.0_00025_1.spm.png,10 um,210.0
