date_folder,image,path,pixels_per_um,total_detected,A,B,C
06_01_26,origami5_.0_00036_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami5_.0_00036_1.spm.png,156.913,49,28,10,11
06_01_26,origami5_.0_00037_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami5_.0_00037_1.spm.png,104.2,104,66,24,14
06_01_26,origami6.0_00000_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami6.0_00000_1.spm.png,52.1,212,130,18,64
06_01_26,origami6.0_00001_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami6.0_00001_1.spm.png,155.995,50,33,12,5
06_01_26,origami6.0_00002_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami6.0_00002_1.spm.png,104.2,85,64,13,8
06_01_26,origami7_.0_00011_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami7_.0_00011_1.spm.png,52.1,156,16,53,87
06_01_26,origami7_.0_00012_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami7_.0_00012_1.spm.png,156.913,51,7,37,7
06_01_26,origami7_.0_00013_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami7_.0_00013_1.spm.png,472.584,20,2,18,0
06_01_26,origami7_.0_00014_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami7_.0_00014_1.spm.png,104.2,108,14,75,19
06_01_26,origami7_.0_00015_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami7_.0_00015_1.spm.png,313.825,15,1,11,3
06_01_26,origami8_.0_00029_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami8_.0_00029_1.spm.png,52.1,166,35,51,80
06_01_26,origami8_.0_00030_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami8_.0_00030_1.spm.png,155.995,54,12,36,6
06_01_26,origami8_.0_00031_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami8_.0_00031_1.spm.png,104.2,81,15,58,8
06_01_26,origami9_.0_00027_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami9_.0_00027_1.spm.png,52.1,131,16,36,79
06_01_26,origami9_.0_00028_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_01_26\origami9_.0_00028_1.spm.png,156.913,49,8,36,5
06_07_26_book_displacement,origami1_00008_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami1_00008_1.spm.png,52.1,307,11,19,277
06_07_26_book_displacement,origami1_00009_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami1_00009_1.spm.png,155.995,182,50,116,16
06_07_26_book_displacement,origami1_00010.0_00011_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami1_00010.0_00011_1.spm.png,104.2,54,39,3,12
06_07_26_book_displacement,origami1_00010.0_00012_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami1_00010.0_00012_1.spm.png,52.1,222,75,11,136
06_07_26_book_displacement,origami1_00010.0_00013_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami1_00010.0_00013_1.spm.png,156.913,46,29,13,4
06_07_26_book_displacement,origami2_00010.0_00014_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami2_00010.0_00014_1.spm.png,52.1,171,101,8,62
06_07_26_book_displacement,origami2_00010.0_00015_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami2_00010.0_00015_1.spm.png,156.913,43,32,7,4
06_07_26_book_displacement,origami2_00010.0_00016_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami2_00010.0_00016_1.spm.png,104.2,73,58,9,6
06_07_26_book_displacement,origami3_00010.0_00017_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami3_00010.0_00017_1.spm.png,52.1,137,83,6,48
06_07_26_book_displacement,origami3_00010.0_00018_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami3_00010.0_00018_1.spm.png,155.995,31,27,3,1
06_07_26_book_displacement,origami3_00010.0_00019_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami3_00010.0_00019_1.spm.png,104.2,46,35,5,6
06_07_26_book_displacement,origami4_00010.0_00020_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami4_00010.0_00020_1.spm.png,52.1,156,93,13,50
06_07_26_book_displacement,origami4_00010.0_00021_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami4_00010.0_00021_1.spm.png,155.995,31,20,5,6
06_07_26_book_displacement,origami4_00010.0_00022_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami4_00010.0_00022_1.spm.png,104.2,75,58,7,10
06_07_26_book_displacement,origami5_00010.0_00023_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami5_00010.0_00023_1.spm.png,52.1,240,124,20,96
06_07_26_book_displacement,origami5_00010.0_00024_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami5_00010.0_00024_1.spm.png,156.913,39,29,6,4
06_07_26_book_displacement,origami5_00010.0_00025_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami5_00010.0_00025_1.spm.png,104.2,82,62,7,13
06_07_26_book_displacement,origami6_00010.0_00026_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami6_00010.0_00026_1.spm.png,52.1,192,87,8,97
06_07_26_book_displacement,origami6_00010.0_00027_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami6_00010.0_00027_1.spm.png,156.913,53,43,5,5
06_07_26_book_displacement,origami6_00010.0_00028_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami6_00010.0_00028_1.spm.png,104.2,113,77,16,20
06_07_26_book_displacement,origami7_00010.0_00029_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami7_00010.0_00029_1.spm.png,52.1,137,27,8,102
06_07_26_book_displacement,origami7_00010.0_00030_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami7_00010.0_00030_1.spm.png,156.913,40,21,11,8
06_07_26_book_displacement,origami7_00010.0_00031_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami7_00010.0_00031_1.spm.png,104.2,68,27,24,17
06_07_26_book_displacement,origami8_00010.0_00032_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami8_00010.0_00032_1.spm.png,52.1,176,34,43,99
06_07_26_book_displacement,origami8_00010.0_00033_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami8_00010.0_00033_1.spm.png,156.913,41,10,19,12
06_07_26_book_displacement,origami8_00010.0_00034_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami8_00010.0_00034_1.spm.png,104.2,62,14,27,21
06_07_26_book_displacement,origami9_00010.0_00035_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami9_00010.0_00035_1.spm.png,52.1,185,34,45,106
06_07_26_book_displacement,origami9_00010.0_00036_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami9_00010.0_00036_1.spm.png,156.913,35,16,12,7
06_07_26_book_displacement,origami9_00010.0_00037_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\06_07_26_book_displacement\origami9_00010.0_00037_1.spm.png,104.2,89,25,35,29
origami10_.0_00016_1.spm_20260617_124228,origami10_.0_00016_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\analysis_output\classified_images\origami10_.0_00016_1.spm_20260617_124228\origami10_.0_00016_1.spm.png,106,54,46,5,3
origami10_.0_00016_1.spm_20260617_124228,origami10_.0_00016_1.spm_annotated.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\analysis_output\classified_images\origami10_.0_00016_1.spm_20260617_124228\origami10_.0_00016_1.spm_annotated.png,106,56,6,5,45
origami10_.0_00017_1.spm_20260617_124250,origami10_.0_00017_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\analysis_output\classified_images\origami10_.0_00017_1.spm_20260617_124250\origami10_.0_00017_1.spm.png,105,10,2,0,8
origami10_.0_00017_1.spm_20260617_124250,origami10_.0_00017_1.spm_annotated.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\analysis_output\classified_images\origami10_.0_00017_1.spm_20260617_124250\origami10_.0_00017_1.spm_annotated.png,105,11,0,3,8
origami8_00010.0_00034_1.spm_20260617_124524,origami8_00010.0_00034_1.spm.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\analysis_output\classified_images\origami8_00010.0_00034_1.spm_20260617_124524\origami8_00010.0_00034_1.spm.png,106,62,13,28,21
origami8_00010.0_00034_1.spm_20260617_124524,origami8_00010.0_00034_1.spm_annotated.png,C:\Users\New user\Desktop\book_folding_analysis\afm_analysis\analysis_output\classified_images\origami8_00010.0_00034_1.spm_20260617_124524\origami8_00010.0_00034_1.spm_annotated.png,106,59,2,9,48
